 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
3569,2021,ENERO,2021-01-30,SABADO,10:05:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,HACIENDA DEL SOL,AVENIDA,HACIENDA DEL SOL Y HACIENDA SAN FRANCISCO,"25.782968, -100.576289",
6707,2021,AGOSTO,2021-08-18,MIERCOLES,12:30:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,AVENIDA,LINCOLN Y ANTIGUO CAMINO A SAN JOSE,"25.788640091586885, -100.49148215356244",
3890,2021,ENERO,2021-01-30,SABADO,15:42:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,MITRAS PONIENTE,AVENIDA,LINCOLN FRENTE A PREPA MILITARILISADA,"25.777942, -100.444344",
6349,2021,AGOSTO,2021-08-19,JUEVES,13:10:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,VALLE DE SAN BLAS,CALLE,HOSPITAL Y HOSPITAL DE LOS ANGELES,"25.79933029534628, -100.56920324805539",
3199,2021,ENERO,2021-01-30,SABADO,15:04:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,LAS LOMAS,AVENIDA,LINCOLN Y LOMAS JARDINES,"25.777248, -100.441632",
6529,2021,AGOSTO,2021-08-20,VIERNES,21:35:00,ATROPELLO,CODE,LLAMADA AL 911,COLONIA,JOYAS DEL CARRIZAL,AVENIDA,MORELOS Y JOYAS EUROPEAS,"25.814226094177407, -100.61985797337647",
3909,2021,ENERO,2021-01-30,SABADO,16:36:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,LA CRUZ,AVENIDA,JUARES Y OCTAVA,"25.810447, -100.619922",
2638,2021,AGOSTO,2021-08-20,VIERNES,21:50:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,FRENTE A BOMBEROS,AVENIDA,SIERRA REAL,"25.788758791038372, -100.58139699750227",
3499,2021,ENERO,2021-01-30,SABADO,1900-01-02 02:51:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,MITRAS PONIENTE,AVENIDA,CEDRAL Y SIERRA MADRE,"25.78202, -100.43422",
6387,2021,AGOSTO,2021-08-21,SABADO,18:40:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,HACIENDA DEL SOL,CALLE,HACIENDA SANTA ISABEL Y HACIENDQA SAN GERARDO,"25.78775514287347, -100.56841160469378",
4502,2021,ENERO,2021-01-31,DOMINGO,22:11:00,DIVERSO,EN TRAMITE,LLAMADA AL 911,COLONIA,VERANDA,AVENIDA,LINCOLN Y VERANDA,"25.782874, -100.467016",
6710,2021,AGOSTO,2021-08-22,DOMINGO,08:30:00,SALIDA DE CAMINO,EN TRAMITE,LLAMADA AL 911,COLONIA,SAN MARTIN,CALLE,LERDO DE TEJADA Y PRIVADA MIGUEL HIDALGO,"25.810901292239084, -100.58772205071311",
2134,2021,ENERO,2021-01-31,DOMINGO,09:01:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR. A GARCIA FRENTE A FRISA,"25.757236, -100.537446",
6776,2021,AGOSTO,2021-08-22,DOMINGO,09:40:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PORTAL DE LINCOLN,AVENIDA,PUENTE JOHN KENEDY Y LINCOLN,"25.799007756411235, -100.539401564038",
3911,2021,ENERO,2021-01-31,DOMINGO,16:21:00,SALIDA DE CAMINO,EN TRAMITE,LLAMADA AL 911,COLONIA,NO ESPECIFICA,CARRETERA,CARR. A LAS GRUTAS DE GARCIA,"25.825755, -100.573613",
6236,2021,AGOSTO,2021-08-22,DOMINGO,19:40:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,CAMINO A RENACIMIENTO,CALLE,RIO NACATAZ,"25.797105716692684, -100.64300329995639",
3726,2021,ENERO,2021-01-31,DOMINGO,07:40:00,ESTRELLAMIENTO,FINIQUITADO,LLAMADA AL 911,COLONIA,PRIVALIA CUMBRES,CALLE,OLIMPIA Y VISA,"25.768529, -100.462712",
6802,2021,AGOSTO,2021-08-22,DOMINGO,20:42:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,PASEO DE LAS MINAS,AVENIDA,HEBERTO  CASTILLO Y TITANIO,"25.80099402581978, -100.5861654561451",
3500,2021,ENERO,2021-01-31,DOMINGO,16:06:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,AVENIDA,REAL DE PALMAS Y MINEROS,"25.794957, -100.490121",
6510,2021,AGOSTO,2021-08-22,DOMINGO,21:49:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,LOS PARQUES,AVENIDA,LINCOLN Y ROBLES,"25.784907546789423, -100.47497246695836",
3912,2021,FEBRERO,2021-02-02,MARTES,16:30:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,VILLAS DEL PONIENTE,AVENIDA,AV. LINCOLN A LA ALTURA DEL SEMAFORO DE VILLAS DEL PONIENTE,"25.77322, -100.425695",
6563,2021,AGOSTO,2021-08-22,DOMINGO,01:12:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PASEO DE CAPELLANIAS,CALLE,MARAVILLAS Y JACARANDAS,"25.80096896377543, -100.61149343642994",
1945,2021,FEBRERO,2021-02-02,MARTES,13:43:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,HACIENDA DEL SOL,AVENIDA,HEBERTO CASTILLO Y HACIENDA CASA GRANDE,"25.785169, -100.579711",
6080,2021,AGOSTO,2021-08-23,LUNES,06:31:00,ATROPELLO,CODE,LLAMADA AL 911,COLONIA,PUNTA ALTA,AVENIDA,LINCOLN,"25.795534044424205, -100.53270387014194",
3810,2021,FEBRERO,2021-02-02,MARTES,15:25:00,CRUCERO,FINIQUITADO,LLAMADA AL 911,COLONIA,MITRAS BICENTENARIO,AVENIDA,LINCOLN Y BICENTENARIO,"25.781496, -100.459264",
6712,2021,AGOSTO,2021-08-23,LUNES,22:30:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,CALLE,CAMINO A SAN JOSE Y CRISTAL,"25.79214010793669, -100.48068491076043",
3913,2021,FEBRERO,2021-02-02,MARTES,19:12:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,SAMSARA,AVENIDA,AV. RUIZ CORTINEZ CURVA  ANTES DE SAMSARA,"25.776166, -100.44671",
6753,2021,AGOSTO,2021-08-26,JUEVES,07:51:00,ESTRELLAMIENTO,FINIQUITADO,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,CALLE,SAN ROBERTO Y SAN FERNANDO,"25.792933476185798, -100.4770402440416",
3811,2021,FEBRERO,2021-02-02,MARTES,20:33:00,CRUCERO,FINIQUITADO,LLAMADA AL 911,COLONIA,PARAJE SAN JOSE,CALLE,DEL RIO Y RIO SALADO,"25.799788, -100.430247",
6081,2021,AGOSTO,2021-08-27,VIERNES,12:45:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,,AVENIDA,CIRCULO FTE.EMPRESA #115-121,"25.778475873506416, -100.46182645931542",
3448,2021,FEBRERO,2021-02-02,MARTES,12:02:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,LOMAS BOSQUES,AVENIDA,AV.LINCOLN,"25.773447, -100.426949",
6222,2021,AGOSTO,2021-08-27,VIERNES,16:50:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,,AVENIDA,PROLONGACION RUIZ CORTINEZ,"25.774095681807527, -100.4386025442847",
4456,2021,FEBRERO,2021-02-03,MIERCOLES,23:50:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,MITRAS PONIENTE,AVENIDA,LINCOLN FRENTE A GUARDIA CIVIL,"25.77869, -100.447814",
6713,2021,AGOSTO,2021-08-27,VIERNES,19:00:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR. A GARCIA FRENTE A EMPRESA ALCALI,"25.765846801147106, -100.55057097018958",
3607,2021,FEBRERO,2021-02-03,MIERCOLES,05:33:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,VALLE DE SAN BLAS,AVENIDA,AV.DEL HOSPITAL PROL HIDALGO,"25.805845, -100.564378",
3260,2021,AGOSTO,2021-08-28,SABADO,12:05:00,DIVERSO,FINIQUITADO,LLAMADA AL 911,COLONIA,MITRAS PONIENTE,AVENIDA,VILLA DEL REY Y VILLA CORONA,"25.776461317808607, -100.42530946317765",
4627,2021,FEBRERO,2021-02-03,MIERCOLES,15:15:00,DIVERSO,EN TRAMITE,LLAMADA AL 911,COLONIA,VALLE DE SAN BLAS,CALLE,DR. ALFREDO PIÑE Y JOSE PH LISTER,"25.803371, -100.564218",
6580,2021,AGOSTO,2021-08-28,SABADO,13:15:00,DIVERSO,EN TRAMITE,LLAMADA AL 911,COLONIA,VILLAS DE SAN MARTIN,CALLE,SAN MATEO Y SAN MARTIN,"25.79625840342579, -100.42209383500827",
1947,2021,FEBRERO,2021-02-03,MIERCOLES,19:30:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,ESTACION DURAZNO,AVENIDA,AV. LUIS DONALDO COLOSIO Y CARRETERA A GARCIA,"25.745273, -100.527255",
6225,2021,AGOSTO,2021-08-28,SABADO,14:10:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,LA VENTURA,AVENIDA,LINCOLN A LA ALTURA DEL RETORNO DE  VALLE DE LINCOLN,"25.789450615754713, -100.49644748919665",
3449,2021,FEBRERO,2021-02-04,JUEVES,07:46:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,VILLAS DEL PONIENTE,AVENIDA,AV.LINCOLN Y VILLAS DEL PONIENTE,"25.773271, -100.425574",
6715,2021,AGOSTO,2021-08-28,SABADO,16:10:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,RESIDENCIAL MONTENOVA,CALLE,MONTES AZULES Y MONTENOVA,"25.770211428012555, -100.43791816686159",
3571,2021,FEBRERO,2021-02-05,VIERNES,11:33:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,LOS HEROES DE CAPELLANIA,CALLE,CORDILLERA DE LOS ANDES ENTRE CORDILLLERA CENTRAL,"25.795874, -100.558151",
6716,2021,AGOSTO,2021-08-28,SABADO,19:20:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,VALLE DE LAS CUMBRES,AVENIDA,VALLE DE LAS CUMBRES Y LEONES,"25.755209228808177, -100.43965188638245",
4553,2021,FEBRERO,2021-02-05,VIERNES,20:04:00,CAIDA DE PERSONA,FINIQUITADO,LLAMADA AL 911,COLONIA,LOS PARQUES,CALLE,DEL ROBLE Y CROMO,"25.786809, -100.475763",
6274,2021,AGOSTO,2021-08-29,DOMINGO,15:30:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,LOMAS JARDINES,AVENIDA,JARDINDE  LAS LOMAS,"25.774069504135152, -100.43296632421104",
2885,2021,FEBRERO,2021-02-05,VIERNES,16:15:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,PRIVADAS DE LAS VILLAS,AVENIDA,HEBERTO CASTILLO FRENTE A BOMBEROS,"25.78875, -100.581425",
6566,2021,AGOSTO,2021-08-28,SABADO,22:00:00,ATROPELLO,EN TRAMITE,LLAMADA AL 911,COLONIA,SAM SARA,CARRETERA,LIBRAMIENTO Y SIERRA LEONA,"25.777275773600223, -100.44183831922648",
4629,2021,FEBRERO,2021-02-05,VIERNES,16:38:00,ATROPELLO,EN TRAMITE,LLAMADA AL 911,COLONIA,VILLAAZUL,CALLE,VILLA LA RIOJA Y VILLA PALMARES,"25.823016, -100.614758",
6804,2021,AGOSTO,2021-08-29,DOMINGO,05:45:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,VILLAS DEL ALCALI,CALLE,GRANATE Y HALITA,"25.788714092616154, -100.56259013715074",
4503,2021,FEBRERO,2021-02-05,VIERNES,21:59:00,CRUCERO,INVESTIGACIONES,LLAMADA AL 911,COLONIA,CENTRO DE GARCIA,CALLE,MIGUEL HIDALGO Y LAZARO GARZA AYALA,"25.811881, -100.595051",
6717,2021,AGOSTO,2021-08-30,LUNES,19:13:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,FRACC. HACIENDA DEL SOL,AVENIDA,HACIENDA DEL SOL Y HACIENDA DEL ENCINO,"25.789030787177925, -100.56578663126268",
2748,2021,FEBRERO,2021-02-06,SABADO,12:38:00,ESTRELLAMIENTO,FINIQUITADO,LLAMADA AL 911,COLONIA,PRIVADAS DE LINCOLN,AVENIDA,LINCOLN Y GUADALAJARA,"25.807094, -100.563965",
6906,2021,AGOSTO,2021-08-31,MARTES,14:30:00,ESTRELLAMIENTO CON VOLCADURA,EN TRAMITE,LLAMADA AL 911,COLONIA,NO ESPESIFICA,CARRETERA,CARR. A ICAMOLE,"25.835476448020763, -100.64572270954058",
4477,2021,FEBRERO,2021-02-06,SABADO,21:55:00,ATROPELLO,FINIQUITADO,LLAMADA AL 911,COLONIA,HEROES DE CAPELLANIA,AVENIDA,AV. LEONES Y HACIENDA DEL SOL,"25.791603, -100.55994",
6567,2021,SEPTIEMBRE,2021-09-01,MIERCOLES,04:26:00,DIVERSO,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR. A GARCIA FRENTE A ALCALI,"25.76626767124492, -100.55103232329154",
3916,2021,FEBRERO,2021-02-06,SABADO,17:12:00,CRUCERO,FINIQUITADO,LLAMADA AL 911,COLONIA,AMPLIACION LOS NOGALES,CALLE,CYPRESS Y PERAL,"25.800531, -100.599698",
6087,2021,SEPTIEMBRE,2021-09-01,MIERCOLES,13:24:00,ALCANCE,ES TRAMITE,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,AVENIDA,LINCOLN Y VALLE DE LINCOLN,"25.788644972605457, -100.49144204573523",
2691,2021,FEBRERO,2021-02-06,SABADO,17:20:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,HACIENDA DEL SOL,AVENIDA,HEBERTO CASTILLO Y HACIENDA CASA GRANDE,"25.785149, -100.579748",
6880,2021,SEPTIEMBRE,2021-09-01,MIERCOLES,0.9375,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,VILLA AZUL,CALLE,VILLAS BURGOS Y VILLA VELENCIA,"25.819925796181824, -100.61176938561846",
4578,2021,FEBRERO,2021-02-06,SABADO,22:30:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,HACIENDA DEL SOL,CALLE,PASEO DE LOS LEONES Y HACIENDA DEL SOL,"25.791896, -100.560252",
6809,2021,SEPTIEMBRE,2021-09-02,JUEVES,12:57:00,ESTRELLAMIENTO CON VOLCADURA,EN TRAMITE,LLAMADA AL 911,COLONIA,SIERRA REAL,AVENIDA,SIERRA REAL Y SIERRA DE SAN LUIS,"25.776027575057025, -100.5885636591648",
4577,2021,FEBRERO,2021-02-06,SABADO,14:52:00,CRUCERO,FINIQUITADO,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARRETERA A GARCIA Y LA AUTOPISTA,"25.739687, -100.524998",
6690,2021,SEPTIEMBRE,2021-09-02,JUEVES,16:15:00,ESTRELLAMIENTO,FINIQUITADO,LLAMADA AL 911,COLONIA,PORTAL DE LINCOLN,AVENIDA,LINCOLN Y PORTAL  DE LINCOLN,"25.79908743136166, -100.53953681393659",
3573,2021,FEBRERO,2021-02-07,DOMINGO,11:45:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,VILLAS DEL PONIENTE,AVENIDA,LINCOLN Y VILLAS DEL PONIENTE,"25.77327, -100.425744",
6901,2021,SEPTIEMBRE,2021-09-02,JUEVES,,ESTRELLAMIENTO CON SALIDA DE CAMINO,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,AVENIDA,PARQUE INDUSTRIAL AVANTE,"25.772380695424996, -100.42383087041861",
3833,2021,FEBRERO,2021-02-07,DOMINGO,08:24:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARRETERA A GARCIA Y HACIENDA DEL SOL,"25.782312, -100.576938",
6239,2021,SEPTIEMBRE,2021-09-04,SABADO,06:04:00,ATROPELLO,FINIQUITADO,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,AVENIDA,CAM.A SAN JOSE Y REAL DE MINAS,"25.79074087435102, -100.48844760692701",
4580,2021,FEBRERO,2021-02-07,DOMINGO,15:21:00,ESTRELLAMIENTO,CODE,LLAMADA AL 911,COLONIA,EJIDO MARAVILLAS,CALLE,CAMINO A MARAVILAS Y RIO PESQUERIA,"25.807898, -100.612522",
6732,2021,SEPTIEMBRE,2021-09-04,SABADO,05:20:00,ESTRELLAMIENTO,CODE,LLAMADA AL 911,COLONIA,SIERRA REAL,AVENIDA,HEBERTO CASTILLO Y SIERRA REAL,"25.787844883839327, -100.5814570969577",
2887,2021,FEBRERO,2021-02-07,DOMINGO,17:23:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,ALTA VILLA,AVENIDA,LINCOLN Y LA ROTONDA,"25.791468, -100.512492",
6810,2021,SEPTIEMBRE,2021-09-04,SABADO,11:33:00,ESTRELLAMIENTO CON VOLCADURA,EN TRAMITE,LLAMADA AL 911,COLONIA,LA RESERVA,AVENIDA,RUIZ CORTINEZ Y LA RESERVA,"25.774872546574407, -100.44178462772571",
3776,2021,FEBRERO,2021-02-08,LUNES,12:25:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,PORTAL DE LINCOLN,AVENIDA,AV.ABRAHAM LINCOLN,"25.800731, -100.543656",
6631,2021,SEPTIEMBRE,2021-09-04,SABADO,03:15:00,CHOQUE POR ALCANCE CON PROYECCION,EN TRAMITE,LLAMADA AL 911,COLONIA,SIERRA REAL,AVENIDA,MEZQUITE Y  HEBERTO CASTILLO,"25.791119009400468, -100.5827832891815",
3814,2021,FEBRERO,2021-02-08,LUNES,08:57:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,BICENTENARIO,AVENIDA,ABRHAM LINCOLN ENTRE B.LIBRAMIENTO,"25.77937, -100.451802",
6585,2021,SEPTIEMBRE,2021-09-05,DOMINGO,10:20:00,SALIDA DE CAMINO VOLCADURA,EN TRAMITE,LLAMADA AL 911,COLONIA,BADO TEMAZCAL,CARRETERA,CARRETERA A ICAMOLE,"25.868669825982337, -100.67311688812872",
4608,2021,FEBRERO,2021-02-08,LUNES,08:44:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,AVENIDA,LUIS DONALDO COLOSIO ENTRE CARRETERA A GARCIA,"25.74527, -100.527235",
6911,2021,SEPTIEMBRE,2021-09-06,LUNES,10:22:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,LOS PARQUES,AVENIDA,LINCOLN Y DEL ROBLE,"25.785025153283573, -100.47552301317958",
4505,2021,FEBRERO,2021-02-08,LUNES,19:59:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,MITRAS BICENTENARIO,AVENIDA,LNCOLN Y CIRCULOS,"25.781544, -100.461522",
6783,2021,SEPTIEMBRE,2021-09-06,LUNES,,ATROPELLO,CODE,LLAMADA AL 911,COLONIA,LAS LOMAS,AVENIDA,LINCOLN Y LAS LOMAS,"25.77500017507964, -100.43238073666188",
4428,2021,FEBRERO,2021-02-08,LUNES,16:28:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,NO ESPESIFICA,AVENIDA,HEBERTO CASTILLO FRENTE A BOMBEROS,"25.788757, -100.581472",
6693,2021,SEPTIEMBRE,2021-09-07,MARTES,07:07:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PRIVADA DE LAS VILLAS,AVENIDA,HEBERTO CASTILLO Y SIERRA REAL,"25.787824959368084, -100.58143351972149",
4531,2021,FEBRERO,2021-02-08,LUNES,23:37:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,VALLE DE SAN JOSE,AVENIDA,SOR JUAN INES Y LAS TORRES,"25.797554, -100.599977",
6146,2021,SEPTIEMBRE,2021-09-08,MIERCOLES,10:51:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,LA RESERVA,AVENIDA,ALEJANDRO DE RODAS Y LA RESERVA,"25.761524189980022, -100.4454716003905",
3860,2021,FEBRERO,2021-02-09,MARTES,00:11:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,FRACC. PUNTA DIAMANTE,CALLE,PUNTA DIAMANTE Y TOPACIO,"25.791069, -100.5916",
6241,2021,SEPTIEMBRE,2021-09-08,MIERCOLES,22:00:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,SANTA ELENA,CALLE,SANTA INES,"25.780227256508027, -100.48545000927693",
3880,2021,FEBRERO,2021-02-09,MARTES,15:33:00,ALCANCE,NO ESPESIFICA,LLAMADA AL 911,COLONIA,NO ESPESIFICA,AVENIDA,COLOSIO Y LA AUTOPISTA,"25.743307, -100.52055",
6588,2021,SEPTIEMBRE,2021-09-10,VIERNES,15:18:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,MITRAS BICNTENARIO,AVENIDA,BICENTENARIO,"25.783145245136893, -100.45896215916872",
3835,2021,FEBRERO,2021-02-09,MARTES,23:55:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,CALLE,MADRID Y LONDRES,"25.803116, -100.48799",
6926,2021,SEPTIEMBRE,2021-09-10,VIERNES,23:13:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,REAL DE CAPELLANIAS,AVENIDA,REAL DE CAPELLANIAS Y PASEO DE LAS TORRES,"25.78227833707796, -100.58976956130694",
4460,2021,FEBRERO,2021-02-09,MARTES,21:05:00,ATROPELLO,CODE,LLAMADA AL 911,COLONIA,NUEVO AMANECER,CALLE,AVANCE POPULAR Y PUEBLO NUEVO,"25.79894, -100.590633",
4925,2021,SEPTIEMBRE,2021-09-11,SABADO,08:32:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,MITRAS PONIENTE,CALLE,SIERRA MADRE SECTOR TOLEDO,"25.78744813769454, -100.42159522806547",
4555,2021,FEBRERO,2021-02-09,MARTES,07:52:00,LATERAL,INVESTIGACIONES,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,CALLE,REAL DE MINAS Y CAMINO A SAN JOSE,"25.790877, -100.488209",
6612,2021,SEPTIEMBRE,2021-09-11,SABADO,16:15:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,HEROES DE CAPELLANIAS,CALLE,HACIENDA DE ANAHUAC Y HACIENDA DE LOURDES,"25.789720611124995, -100.5536087549673",
3675,2021,FEBRERO,2021-02-10,MIERCOLES,14:11:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,PASEO DE LAS MINAS,AVENIDA,HEBERTO CASTILLO Y TITANIO,"25.800873, -100.585991",
6242,2021,SEPTIEMBRE,2021-09-11,SABADO,16:45:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,PRIVADAS LAS VILLAS,AVENIDA,HEBERTO CASTILLO Y  LAS VILLAS,"25.786979842994963, -100.58070107976582",
2750,2021,FEBRERO,2021-02-10,MIERCOLES,15:15:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,REAL DE LINCOLN,AVENIDA,REAL DE LINCOLN Y AVENIDA REYES,"25.806346, -100.540906",
6569,2021,SEPTIEMBRE,2021-09-12,DOMINGO,23:09:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,HACIENDA DEL SOL,AVENIDA,HACIENDA CASA GRANDE  Y HACIENDA SAN NICOLAS,"25.7857637781204, -100.57810952052087",
4556,2021,FEBRERO,2021-02-10,MIERCOLES,09:40:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,LOMAS JARDINES,AVENIDA,LINCOLN Y JARDIN DE LAS LOMAS,"25.775104, -100.432412",
6811,2021,SEPTIEMBRE,2021-09-12,DOMINGO,20:10:00,ESTRELLAMIENTO CON PROYECCION,EN TRAMITE,LLAMADA AL 911,COLONIA,MISION SAN JUAN,AVENIDA,LINCOLN  Y MISION ARCOS,"25.782234245596864, -100.46337296961032",
3513,2021,FEBRERO,2021-02-11,JUEVES,18:25:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,ALTAVILLA,AVENIDA,LINCOLN Y ALTAVILLA,"25.793005, -100.519794",
6244,2021,SEPTIEMBRE,2021-09-12,DOMINGO,,ESTRELLAMIENTO,CODE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARRETERA A GARCIA,"25.761697001872424, -100.54391943528731",
4462,2021,FEBRERO,2021-02-11,JUEVES,20:50:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,LOS PARQUES,AVENIDA,LINCOLN FRENTE A EMPRESA ORTA,"25.786153, -100.480745",
6633,2021,SEPTIEMBRE,2021-09-12,DOMINGO,22:25:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,VILLAS DE ALCALI,CALLE,BORAX 404A,"25.78225561495219, -100.57197266576082",
4652,2021,FEBRERO,2021-02-12,VIERNES,15:26:00,ALCANCE CON PROYECCION,EN TRAMITE,LLAMADA AL 911,COLONIA,ARBOLEDAS,AVENIDA,HEBERTO CASTILLO Y SOR JUANA INES,"25.796184, -100.584899",
6653,2021,SEPTIEMBRE,2021-09-13,LUNES,20:35:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,VERANDA,AVENIDA,LINCOLN Y VERANDA,"25.78295714535912, -100.46758010743343",
2135,2021,FEBRERO,2021-02-12,VIERNES,18:05:00,ESTRELLAMIENTO,FINIQUITADO,LLAMADA AL 911,COLONIA,LAS VILLAS,AVENIDA,HEBERTO CASTILLO Y LAS VILLAS,"25.786742, -100.580406",
6913,2021,SEPTIEMBRE,2021-09-14,MARTES,10:22:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,LOMAS JARDINES,AVENIDA,LINCOLN Y LOMAS JARDINES,"25.775000720223527, -100.43241589251708",
4508,2021,FEBRERO,2021-02-12,VIERNES,14:53:00,CRUCERO.PROYECCION ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,HACIENDA DEL SOL,CALLE,HACIENDA DEL SOL Y HACIENDA SAN ANGEL,"25.787863, -100.566463",
6614,2021,SEPTIEMBRE,2021-09-14,MARTES,16:50:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PRADERAS DE LINCOLN,AVENIDA,HIDALGO Y LERDO DE TEJADA,"25.81058000304916, -100.58771796128102",
4632,2021,FEBRERO,2021-02-12,VIERNES,06:52:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,ALTAVILLA,AVENIDA,AV.LINCOLN ENTRE ALTAVILLA,"25.793004, -100.519388",
