FOLIO ,AÑO,MES,FECHA,DIA ,HORA ,TIPO DE ACCIDENTE ,RESOLUCION,ORIGEN REPORTE,TIPO ASENTAMIENTO,NOMBRE ASENTAMIENTO,TIPO VIALIDAD,NOMBRE VIALIDAD ,GEORREFERENCIA
36851,2022,SEPTIEMBRE,2022-09-02,VIERNES,16:53:00,ALCANCE,FINIQUITADO,C-4,COLONIA,CHAPULTEPEC,AVENIDA,UNIVERSIDAD Y TORREON,"25.742359, -100.301585"
36311,2022,SEPTIEMBRE,2022-09-02,VIERNES,18:27:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,FUTURO NOGALAR,AVENIDA,NOGALAR Y LOPEZ MATEOS,"25.711209, -100.277666"
36829,2022,SEPTIEMBRE,2022-09-02,VIERNES,18:10:00,CRUCERO,FINIQUITADO,RUTINA,RESIDENCIAL,ALBATERRA RESIDENCIAL,AVENIDA,ACEROS Y ANILLO PERIFERICO,"25.749652, -100.240125"
36876,2022,SEPTIEMBRE,2022-09-02,VIERNES,19:45:00,LATERAL,FINIQUITADO,911,COLONIA,CUAUHTEMOC,AVENIDA,UNIVERSIDAD Y MUNICH,"25.728658, -100.301883"
36852,2022,SEPTIEMBRE,2022-09-02,VIERNES,19:45:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VILLA UNIVERSIDAD,AVENIDA,UNIVERSIDAD Y FRAY BARTOLOME,"25.746297, -100.300455"
35420,2022,SEPTIEMBRE,2022-09-02,VIERNES,23:50:00,ESTRELLAMIENTO Y VOLCADURA,PERITAJES,RUTINA,RESIDENCIAL,PALMAS DIAMANTE,AVENIDA,LOPEZ MATEOS Y ORION,"25.741618, -100.235863"
35082,2022,SEPTIEMBRE,2022-09-03,SABADO,10:39:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CONSTITUYENTES DE QUERETARO,AVENIDA,ANGELES Y ANT CAM A APODACA,"25.708357, -100.272563"
36441,2022,SEPTIEMBRE,2022-09-03,SABADO,10:58:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LAS PUENTES,AVENIDA,STO DOMINGO Y MONTES BERNESES,"25.752806, -100.266947"
35734,2022,SEPTIEMBRE,2022-09-03,SABADO,11:15:00,ESTRELLAMIENTO,FINIQUITADO,C-4,COLONIA,CABECERA MUNICIPAL,CALLE,PORFIRIO DIAZ Y NARANJO,"25.754783, -100.295221"
35936,2022,SEPTIEMBRE,2022-09-03,SABADO,13:43:00,CRUCERO,FINIQUITADO,911,COLONIA,LAS PUENTES,CALLE,MONTES SABINOS Y SANTO DOMINGO,"25.753451, -100.270918"
36877,2022,SEPTIEMBRE,2022-09-03,SABADO,15:05:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CASA BELLA,AVENIDA,SENDERO Y MATAMOROS,"25.766628, -100.298298"
36118,2022,SEPTIEMBRE,2022-09-03,SABADO,16:00:00,DIVERSO DERRIVE DE CABLES,FINIQUITADO,RUTINA,COLONIA,MIGUEL ALEMAN,CALLE,5ta CALLE Y PARQUE PONIENTE,"25.720072, -100.225905"
36831,2022,SEPTIEMBRE,2022-09-03,SABADO,19:50:00,CRUCERO,FINIQUITADO,911,COLONIA,TALAVERNA C.R.O.C.,AVENIDA,LATERAL MIGUEL ALEMAN Y CALZ UNION,"25.714658, -100.21943"
36171,2022,SEPTIEMBRE,2022-09-03,SABADO,20:10:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y LERDO DE TEJADA,"25.741788, -100.30195"
35681,2022,SEPTIEMBRE,2022-09-04,DOMINGO.,01:54:00,DIVERSO/CAIDA ALCANTARILLA,FINIQUITADO,911,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN Y ACAPULCO,"25.72448, -100.214115"
36242,2022,SEPTIEMBRE,2022-09-04,DOMINGO.,09:55:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,VILLA UNIVERSIDAD,AVENIDA,BARRAGAN Y UANL,"25.747033, -100.310581"
36120,2022,SEPTIEMBRE,2022-09-04,DOMINGO.,16:10:00,LATERAL,FINIQUITADO,C-4,COLONIA,VILLAS DE ORIENTE,AVENIDA,ANT CAM APODACA Y CALLE ORIENTE,"25.732543, -100.244693"
36283,2022,SEPTIEMBRE,2022-09-05,LUNES,10:50:00,CRUCERO,FINIQUITADO,C-4,COLONIA,GARZA CANTU,CALLE,EULOGIO TREVIÑO Y TERCERA AVENIDAD,"25.713916, -100.298451"
36642,2022,SEPTIEMBRE,2022-09-05,LUNES,12:39:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,JUAREZ Y MORELOS,"25.754917, -100.291598"
35683,2022,SEPTIEMBRE,2022-09-05,LUNES,18:30:00,REVERSA,FINIQUITADO,C-4,COLONIA,PASEO DE LOS ANDES,CALLE,AFRODITA Y CUPIDO,"25.736992, -100.259521"
36832,2022,SEPTIEMBRE,2022-09-06,MARTES,08:40:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,MIGUEL ALEMAN,AVENIDA,ROMULO Y MIGUEL ALEMAN,"25.72448, -100.214115"
35837,2022,SEPTIEMBRE,2022-09-06,MARTES,09:49:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,GARZA CANTU,AVENIDA,DIEGO DIAZ Y ANGELES,"25.709368, -100.287704"
36312,2022,SEPTIEMBRE,2022-09-06,MARTES,11:50:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAL NOGALAR,AVENIDA,ANGELES Y NOGALAR,"25.70817, -100.277431"
36834,2022,SEPTIEMBRE,2022-09-06,MARTES,13:21:00,CAIDA EN BACHE,PERITAJES,C-4,RESIDENCIAL,PALMAS DIAMANTE,AVENIDA,LOPEZ MATEOS Y ORION,"25.741618, -100.235863"
36880,2022,SEPTIEMBRE,2022-09-06,MARTES,13:36:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CASA BELLA,AVENIDA,UNIVERSIDAD Y CASA BELLA,"25.76394, -100.294088"
36584,2022,SEPTIEMBRE,2022-09-06,MARTES,13:49:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANTIGUO NOGALAR,AVENIDA,NOGALAR Y REP MEXICANA,"25.715636, -100.283725"
36976,2022,SEPTIEMBRE,2022-09-06,MARTES,14:34:00,ALCANCE Y PROYECCION,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y NOGALAR SUR,"25.730246, -100.303014"
36482,2022,SEPTIEMBRE,2022-09-06,MARTES,14:45:00,ALCANCE Y PROYECCION,FINIQUITADO,RUTINA,COLONIA,MIGUEL ALEMAN,AVENIDA,ROMULO GARZA Y LOS PARQUES,"25.723289, -100.225858"
36688,2022,SEPTIEMBRE,2022-09-06,MARTES,15:29:00,ALCANCE,FINIQUITADO,C-4,COLONIA,ANAHUAC,AVENIDA,UNIVERSIDAD Y SALVADOR DIAZ MIRON,"25.714693, -100.25403"
35422,2022,SEPTIEMBRE,2022-09-06,MARTES,16:04:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VALLE LOS MORALES,AVENIDA,ROMULO GARZA Y CONDUCTORES,"25.716064, -100.250321"
35886,2022,SEPTIEMBRE,2022-09-06,MARTES,18:01:00,CRUCERO,PERITAJES,RUTINA,FRACCIONAMIENTO,FRACCIONAMIENTO VILLARREAL,AVENIDA,JORGE GZZ CAMARENA Y ARTURO B DE LA GARZA,"25.765572, -100.289213"
36853,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,07:29:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,LAS MISIONES,AVENIDA,BARRAGAN Y SENDERO,"25.765865, -100.305457"
36614,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,08:19:00,ALCANCE CON HUIDA,INVESTIGACIONES,RUTINA,COLONIA,LAS PUENTES,AVENIDA,CRISTINA LARRALDE Y LAS PUENTES,"25.744499, -100.29061"
36854,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,08:45:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VALLE DE ANAHUAC,AVENIDA,BARRAGAN Y ALMAZAN,"25.737044, -100.314276"
36284,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,09:10:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LAS PUENTES,AVENIDA,SANTO DOMINGO Y LAS PUENTES,"25.753183, -100.269314"
36855,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,10:23:00,REVERSA,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,MANUEL BARRAGAN Y TOPO CHICO,"25.736272, -100.299382"
36121,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,11:04:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,VALLE DEL MEZQUITAL,CALLE,CAMINO LAGRANGE Y SANTA ROSA,"25.740906, -100.239108"
36564,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,11:10:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,SALVADOR ALLENDE,AVENIDA,DE LA JUVENTUD Y PLAN DE SAN LUIS,"25.715498, -100.273017"
36066,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,13:13:00,ESTRELLAMIENTO Y VOLCADURA,PERITAJES,C-4,COLONIA,CIUDAD UNIVERSITARIA,AVENIDA,PERDO DE ALBA Y UNIVERSIDAD,"25.723591, -100.308605"
36716,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,14:16:00,ALCANCE,FINIQUITADO,911,COLONIA,ANAHUAC,AVENIDA,BARRAGAN Y PALACIO DE JUSTICIA,"25.733343, -100.31539"
36136,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,14:44:00,CRUCERO,FINIQUITADO,911,COLONIA,ARBOLEDAS DE SAN JORGE,AVENIDA,JUVENTUD Y SAN NICOLAS,"25.733185, -100.290893"
36484,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,15:40:00,LATERAL,FINIQUITADO,911,COLONIA,VALLE DEL NOGALAR,AVENIDA,LOPEZ MATEOS Y ANGELES,"25.708164, -100.28178"
36139,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,16:56:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,MIGUEL ALEMAN,CALLE,CALLE NUEVA Y MIGUEL ALEMAN,"25.720918, -100.216031"
36690,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,17:35:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CASA BELLA,AVENIDA,SENDERO Y CASA DE CORTEZ,"25.766297, -100.300932"
36978,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,18:24:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y FAMOSA,"25.726338, -100.298384"
36661,2022,SEPTIEMBRE,2022-09-07,MIERCOLES,20:59:00,ALCANCE,FINIQUITADO,911,COLONIA,INDUSTRIAS DEL VIDRIO,CALLE,ROSA Y LAS FLORES,"25.722085, -100.237716"
36097,2022,SEPTIEMBRE,2022-09-08,JUEVES,07:54:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CASA BELLA,AVENIDA,UNIVERSIDAD Y CASA BELLA,"25.76394, -100.294088"
34599,2022,SEPTIEMBRE,2022-09-08,JUEVES,08:34:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,JOSE LOPEZ PORTILLO,CALLE,19 DE ENERO Y DE LA JUVENTUD,"25.716034, -100.27349"
36288,2022,SEPTIEMBRE,2022-09-08,JUEVES,09:08:00,ALCANCE,FINIQUITADO,911,RESIDENCIAL,ARBOLEDAS DE STO DOMINGO,CALLE,LAGRANGE Y ENCINO,"25.733241, -100.253729"
36122,2022,SEPTIEMBRE,2022-09-08,JUEVES,09:50:00,ESTRELLAMIENTO CON HUIDA,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAS DEL VIDRIO,AVENIDA,ROMULO GARZA Y ARBOLES,"25.720873, -100.232316"
36289,2022,SEPTIEMBRE,2022-09-08,JUEVES,10:00:00,LATERAL,FINIQUITADO,911,COLONIA,LAS PUENTES,AVENIDA,LAS PUENTES Y CERRO DEL POTOSI,"25.743673, -100.289655"
36903,2022,SEPTIEMBRE,2022-09-08,JUEVES,14:46:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y FAMOSA,"25.726338, -100.298384"
36662,2022,SEPTIEMBRE,2022-09-08,JUEVES,16:20:00,LATERAL,PERITAJES,RUTINA,COLONIA,TACUBA,AVENIDA,ROMULO GARZA Y GRANADA,"25.719269, -100.242158"
36359,2022,SEPTIEMBRE,2022-09-08,JUEVES,16:48:00,ALCANCE Y PROYECCION,FINIQUITADO,RUTINA,COLONIA,FUTURO NOGALAR,AVENIDA,NOGALAR Y DIEGO DIAZ,"25.715636, -100.283725"
36486,2022,SEPTIEMBRE,2022-09-08,JUEVES,21:34:00,LATERAL CON HUIDA,FINIQUITADO,RUTINA,COLONIA,CORRAL DE PIEDRA,AVENIDA,ROBERTO G SADA Y ROMULO GZA,"25.7124, -100.2612"
36808,2022,SEPTIEMBRE,2022-09-08,JUEVES,23:46:00,ALCANCE CON ABANDONO,PERITAJES,RUTINA,COLONIA,LAS PUENTES,AVENIDA,CORDILLERA DE LOS ANDES Y PICO BOLIVAR,"25.737892, -100.271632"
36930,2022,SEPTIEMBRE,2022-09-09,VIERNES,10:00:00,ALCANCE,FINIQUITADO,C-4,COLONIA,VALLE DE ANAHUAC,AVENIDA,BARRAGAN Y ALMAZAN,"25.737044, -100.314276"
36566,2022,SEPTIEMBRE,2022-09-09,VIERNES,12:24:00,LATERAL,FINIQUITADO,911,COLONIA,HDA LOS MORALES,AVENIDA,ROMULO GARZA Y JUAN MONTEMAYOR,"25.718994, -100.242536"
36291,2022,SEPTIEMBRE,2022-09-09,VIERNES,12:36:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y DEL BOSQUE,"25.726241, -100.29846"
36318,2022,SEPTIEMBRE,2022-09-09,VIERNES,11:31:00,REVERSA,FINIQUITADO,911,COLONIA,CHAPULTEPEC,AVENIDA,UNIVERSIDAD Y CENTRAL,"25.740168, -100.302396"
36646,2022,SEPTIEMBRE,2022-09-09,VIERNES,13:24:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CASA BELLA,AVENIDA,SENDERO Y MATAMOROS,"25.766628, -100.298298"
36741,2022,SEPTIEMBRE,2022-09-09,VIERNES,14:06:00,CRUCERO,FINIQUITADO,911,COLONIA,HDA LOS MORALES,AVENIDA,LAS FLORES Y ROMULO GARZA,"25.719409, -100.236062"
36664,2022,SEPTIEMBRE,2022-09-09,VIERNES,14:07:00,CRUCERO,FINIQUITADO,911,COLONIA,VALLE DEL NOGALAR,AVENIDA,DIEGO DIAZ Y ANGELES,"25.709368, -100.287704"
36452,2022,SEPTIEMBRE,2022-09-09,VIERNES,15:07:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VELAZQUEZ Y FRAY LUIS DE LEON,"25.736272, -100.299382"
36982,2022,SEPTIEMBRE,2022-09-09,VIERNES,14:45:00,ESTRELLAMIENTO,FINIQUITADO,RUTINA,COLONIA,PREDIO ALDAPE,AVENIDA,SAN NICOLAS Y PRIV FUNDIDORES,"25.717141, -100.29444"
36453,2022,SEPTIEMBRE,2022-09-09,VIERNES,16:25:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN Y GOLFO DE MEXICO,"25.722385, -100.215085"
35823,2022,SEPTIEMBRE,2022-09-09,VIERNES,17:18:00,CRUCERO,FINIQUITADO,RUTINA,RESIDENCIAL,RESIDENCIAL PERIFERICO,AVENIDA,BARRAGAN Y JUAN PABLO II,"25.752522, -100.30872"
36665,2022,SEPTIEMBRE,2022-09-09,VIERNES,17:28:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CIUDAD IDEAL,AVENIDA,MARIO J MONTEMAYOR Y DOROTEO RUIZ,"25.706696, -100.246825"
35689,2022,SEPTIEMBRE,2022-09-09,VIERNES,18:01:00,ESTRELLAMIENTO,FINIQUITADO,RUTINA,COLONIA,JARDINES DE CASA BLANCA,AVENIDA,LOPEZ MATEOS Y CASA BLANCA,"25.736217, -100.243646"
36906,2022,SEPTIEMBRE,2022-09-09,VIERNES,18:11:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,CABECERA MUNICIPAL,CALLE,PORFIRIO Y SIMON BOLIVAR,"25.756747, -100.287616"
36721,2022,SEPTIEMBRE,2022-09-09,VIERNES,18:18:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,ESTACION RAMON TREVIÑO,CALLE,DR ALBER J SARIN Y PROL JUAREZ,"25.753572, -100.309061"
36742,2022,SEPTIEMBRE,2022-09-09,VIERNES,18:40:00,CRUCERO,PERITAJES,911,COLONIA,JARDINES DE ANAHUAC,AVENIDA,DIEGO DIAZ Y CALLE 4,"25.75077, -100.254897"
31481,2022,SEPTIEMBRE,2022-09-09,VIERNES,18:47:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VILLAS DE ORIENTE,AVENIDA,LOPEZ MATEOS Y FUNDIDORES,"25.733295, -100.247773"
35425,2022,SEPTIEMBRE,2022-09-09,VIERNES,19:06:00,ALCANCE Y PROYECCION,FINIQUITADO,C-4,COLONIA,LA FE,AVENIDA,M ALEMAN Y ROMULO GARZA,"25.72448, -100.214115"
36693,2022,SEPTIEMBRE,2022-09-09,VIERNES,20:40:00,DIVERSO,PERITAJES,RUTINA,COLONIA,CASA BELLA,AVENIDA,SENDERO Y UNIVERSIDAD,"25.767486, -100.292172"
34717,2022,SEPTIEMBRE,2022-09-09,VIERNES,23:40:00,DIVERSO,PERITAJES,RUTINA,COLONIA,VALLE SANTO DOMINGO,CALLE,RAFAEL BALDOVINOS Y ARROYO,"25.747164, -100.254778"
36647,2022,SEPTIEMBRE,2022-09-10,SABADO,09:53:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y FRAY  LUIS DE LEON,"25.736272, -100.299382"
36292,2022,SEPTIEMBRE,2022-09-10,SABADO,09:58:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,ESTACION RAMON TREVIÑO,AVENIDA,PROL. JUAREZ Y DR. ALBERT J. SABIN,"25.753572, -100.309061"
36320,2022,SEPTIEMBRE,2022-09-10,SABADO,10:27:00,ALCANCE,FINIQUITADO,911,COLONIA,JARDINES DE ANAHUAC,AVENIDA,DIEGO DIAZ Y JUAN PABLO II,"25.72542, -100.277771"
36567,2022,SEPTIEMBRE,2022-09-10,SABADO,12:25:00,REVERSA,FINIQUITADO,911,COLONIA,PEDREGAL SANTO DOMINGO,AVENIDA,DIEGO DIAZ Y ROBERTO ESPINOZA,"25.731169, -100.273136"
36321,2022,SEPTIEMBRE,2022-09-10,SABADO,13:10:00,DIVERSO,PERITAJES,911,COLONIA,ANTIGUO NOGALAR,AVENIDA,DIEGO DIAZ Y AV NOGALAR,"25.721794, -100.292232"
35889,2022,SEPTIEMBRE,2022-09-10,SABADO,15:00:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,FUTURO NOGALAR,CALLE,MOZAMBIQUE Y NOGALAR,"25.711396, -100.278009"
36909,2022,SEPTIEMBRE,2022-09-10,SABADO,15:44:00,CRUCERO,FINIQUITADO,C-4,COLONIA,CABECERA MUNICIPAL,CALLE,LERDO DE TEJADA Y MORELOS,"25.759431, -100.292966"
36505,2022,SEPTIEMBRE,2022-09-10,SABADO,15:26:00,LATERAL,FINIQUITADO,C-4,COLONIA,PEDREGAL SANTO DOMINGO,AVENIDA,ROBERTO ESPINOZA Y HERIBERTO JARA,"25.734721, -100.272816"
36138,2022,SEPTIEMBRE,2022-09-10,SABADO,16:20:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,AZTECA,AVENIDA,LOPEZ MATEOS Y TIZOC,"25.720056, -100.264722"
36526,2022,SEPTIEMBRE,2022-09-10,SABADO,18:18:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,BARRAGAN Y FIDEL VELAZQUEZ,"25.729245, -100.316883"
36744,2022,SEPTIEMBRE,2022-09-10,SABADO,19:25:00,ESTRELLAMIENTO,PERITAJES,911,COLONIA,LA FE,CALLE,PUERTO TUXPAN Y ACAPULCO,"25.723257, -100.209352"
36126,2022,SEPTIEMBRE,2022-09-11,DOMINGO.,09:29:00,CRUCERO,INVESTIGACIONES,911,COLONIA,FRANCISCO G SADA,AVENIDA,ROMULO GARZA Y JUAN PABLO II,"25.710516, -100.264117"
37126,2022,SEPTIEMBRE,2022-09-11,DOMINGO.,11:16:00,SALIDA DE CAMINO,PERITAJES,911,COLONIA,DEPORTIVO LAGRANGE,AVENIDA,LOPEZ MATEOS Y CALLEJON STO DOM.,"25.727816, -100.256144"
36883,2022,SEPTIEMBRE,2022-09-11,DOMINGO.,13:00:00,ESTRELLAMIENTO,PERITAJES,C-4,COLONIA,BALCONES DE SANTO DOMINGO,CALLE,SAN MATIAS Y SAN MATEO,"25.73968, -100.263356"
36725,2022,SEPTIEMBRE,2022-09-11,DOMINGO.,14:31:00,LATERAL,FINIQUITADO,911,COLONIA,ANAHUAC,AVENIDA,UNIVERSIDAD Y FIDEL VELAZQUEZ,"25.731316, -100.307952"
36140,2022,SEPTIEMBRE,2022-09-11,DOMINGO.,18:05:00,LATERAL,PERITAJES,911,COLONIA,LAS PUENTES,AVENIDA,LAS PUENTES Y SIERRA DEL CORO,"25.743215, -100.28702"
31482,2022,SEPTIEMBRE,2022-09-11,DOMINGO.,18:10:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VALLE DEL NOGALAR,AVENIDA,NOGALAR Y MOZAMBIQUE,"25.711396, -100.278009"
36362,2022,SEPTIEMBRE,2022-09-11,DOMINGO.,18:10:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VALLE DEL NOGALAR,AVENIDA,NOGALAR Y MOZAMBIQUE,"25.711396, -100.278009"
36355,2022,SEPTIEMBRE,2022-09-12,LUNES,08:50:00,CRUCERO,FINIQUITADO,RUTINA,RESIDENCIAL,TORRES DE SANTO DOMINGO,CALLE,ENRIQUE RECIO Y LAS TORRES,"25.739254, -100.252703"
36507,2022,SEPTIEMBRE,2022-09-12,LUNES,13:25:00,ALCANCE,FINIQUITADO,911,COLONIA,HACIENDA DE ANAHUAC,CALLE,HDA XOCHIMILCO Y PROL. JUAREZ,"25.754128, -100.310769"
36810,2022,SEPTIEMBRE,2022-09-12,LUNES,14:35:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,ARBOLEDAS DE SAN JORGE,AVENIDA,DE LA JUVENTUD Y SAN NICOLAS,"25.733185, -100.290893"
36388,2022,SEPTIEMBRE,2022-09-12,LUNES,15:38:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,TALAVERNA C.R.O.C.,AVENIDA,MIGUEL ALEMAN Y CALZ UNION,"25.714658, -100.21943"
36407,2022,SEPTIEMBRE,2022-09-12,LUNES,15:48:00,ALCANCE,FINIQUITADO,911,COLONIA,VALLE SOL,AVENIDA,SENDERO Y MORENITA MIA,"25.769002, -100.278801"
35939,2022,SEPTIEMBRE,2022-09-12,LUNES,17:30:00,ALCANCE,FINIQUITADO,C-4,COLONIA,LAS PUENTES,AVENIDA,JUAN PABLO II Y CRISTINA LARRALDE,"25.744499, -100.29061"
32969,2022,SEPTIEMBRE,2022-09-12,LUNES,17:50:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,LAS PUENTES,CALLE,VESUBIO Y PICO ILIMANI,"25.741555, -100.273375"
36811,2022,SEPTIEMBRE,2022-09-12,LUNES,18:05:00,DIVERSO,FINIQUITADO,911,COLONIA,VALLE DEL NOGALAR,AVENIDA,NOGALAR Y LOPEZ MATEOS,"25.711209, -100.277666"
36099,2022,SEPTIEMBRE,2022-09-13,MARTES,01:53:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LA NOGALERA,AVENIDA,REPUBLICA MEXICANA Y SENDERO SUR,"25.76976, -100.272451"
36884,2022,SEPTIEMBRE,2022-09-13,MARTES,05:52:00,ESTRELLAMIENTO Y VOLCADURA,PERITAJES,911,COLONIA,CABECERA MUNICIPAL,CALLE,RAYON Y ESCOBEDO,"25.752363, -100.29536"
36141,2022,SEPTIEMBRE,2022-09-13,MARTES,08:18:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,MIGUEL ALEMAN,AVENIDA,ROMULO GARZA Y LOS PARQUES,"25.723289, -100.225858"
36697,2022,SEPTIEMBRE,2022-09-13,MARTES,12:13:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VELAZQUEZ Y BARRAGAN,"25.729245, -100.316883"
35961,2022,SEPTIEMBRE,2022-09-13,MARTES,12:30:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,JUAN PABLO II Y SAN NICOLAS,"25.738519, -100.28957"
36330,2022,SEPTIEMBRE,2022-09-13,MARTES,13:45:00,LATERAL,FINIQUITADO,C-4,COLONIA,CABECERA MUNICIPAL,CALLE,HIDALGO Y GONZALITOS,"25.748353, -100.287854"
36390,2022,SEPTIEMBRE,2022-09-13,MARTES,15:29:00,ALCANCE,FINIQUITADO,911,COLONIA,VILLAS DE SAN CRISTOBAL,AVENIDA,MIGUEL ALEMAN Y CASA BLANCA,"25.733186, -100.209479"
36253,2022,SEPTIEMBRE,2022-09-13,MARTES,14:42:00,ALCANCE,FINIQUITADO,C-4,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN Y PUERTO TAMPICO,"25.72913, -100.211567"
36217,2022,SEPTIEMBRE,2022-09-13,MARTES,17:02:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN Y CALZADA UNION,"25.714658, -100.21943"
36218,2022,SEPTIEMBRE,2022-09-13,MARTES,18:08:00,ALCANCE,FINIQUITADO,911,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN Y ROMULO GARZA,"25.72448, -100.214115"
39391,2022,SEPTIEMBRE,2022-09-13,MARTES,16:53:00,ALCANCE,FINIQUITADO,911,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN Y GOLFO DE MEXICO,"25.722385, -100.215085"
36021,2022,SEPTIEMBRE,2022-09-13,MARTES,18:34:00,CRUCERO,FINIQUITADO,911,COLONIA,COLONIAL LAGRANGE,AVENIDA,LOPEZ MATEOS Y CONDUCTORES,"25.72906, -100.25377"
36022,2022,SEPTIEMBRE,2022-09-13,MARTES,21:11:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,COLONIAL LAGRANGE,AVENIDA,CONDUCTORES Y LOPEZ MATEOS,"25.72906, -100.25377"
36931,2022,SEPTIEMBRE,2022-09-13,MARTES,21:56:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,JUAREZ Y UNIVERSIDAD,"25.753277, -100.297828"
36698,2022,SEPTIEMBRE,2022-09-14,MIERCOLES,07:10:00,LATERAL,PERITAJES,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y JUAREZ,"25.753277, -100.297828"
35893,2022,SEPTIEMBRE,2022-09-14,MIERCOLES,08:09:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,LAS PUENTES,AVENIDA,JORGE TREVIÑO Y LAS PUENTES,"25.744663, -100.290738"
